"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_002E","B19001_002M","B19001_003E","B19001_003M","B19001_004E","B19001_004M","B19001_005E","B19001_005M","B19001_006E","B19001_006M","B19001_007E","B19001_007M","B19001_008E","B19001_008M","B19001_009E","B19001_009M","B19001_010E","B19001_010M","B19001_011E","B19001_011M","B19001_012E","B19001_012M","B19001_013E","B19001_013M","B19001_014E","B19001_014M","B19001_015E","B19001_015M","B19001_016E","B19001_016M","B19001_017E","B19001_017M",
"1500000US250092032004","Block Group 4, Census Tract 2032, Essex County, Massachusetts","729","103","16","18","0","13","0","13","22","30","11","18","19","22","0","13","8","12","35","37","56","58","23","23","32","32","76","50","33","24","35","29","363","106",
"1500000US250092032005","Block Group 5, Census Tract 2032, Essex County, Massachusetts","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1500000US250092033011","Block Group 1, Census Tract 2033.01, Essex County, Massachusetts","355","83","24","26","0","13","9","13","0","13","13","20","14","15","8","12","42","38","29","39","28","25","28","32","35","27","34","30","29","21","26","27","36","28",
"1500000US250092033012","Block Group 2, Census Tract 2033.01, Essex County, Massachusetts","972","152","48","48","0","13","8","14","31","24","16","19","40","28","49","52","18","19","8","13","26","30","112","72","87","52","162","101","63","48","94","59","210","74",
"1500000US250092033013","Block Group 3, Census Tract 2033.01, Essex County, Massachusetts","163","64","0","13","7","13","9","13","36","42","0","13","9","15","0","13","16","18","9","14","0","13","24","27","9","15","28","27","0","13","8","14","8","12",
"1500000US250092033014","Block Group 4, Census Tract 2033.01, Essex County, Massachusetts","229","61","8","14","9","14","0","13","0","13","12","18","0","13","0","13","3","9","0","13","1","3","0","13","23","20","30","28","32","31","9","16","102","60",
"1500000US250092033021","Block Group 1, Census Tract 2033.02, Essex County, Massachusetts","713","227","42","47","13","25","18","28","0","13","19","31","20","30","0","13","15","22","0","13","0","13","0","13","114","61","36","43","52","49","37","42","347","229",
"1500000US250092033022","Block Group 2, Census Tract 2033.02, Essex County, Massachusetts","509","144","47","69","0","13","0","13","0","13","0","13","0","13","0","13","16","25","21","32","55","51","151","128","42","44","32","28","16","27","0","13","129","89",
"1500000US250092033023","Block Group 3, Census Tract 2033.02, Essex County, Massachusetts","485","117","17","29","30","38","18","28","35","45","20","31","28","33","15","25","16","23","11","19","0","13","38","40","44","35","46","44","51","71","41","49","75","62",
"1500000US250092033024","Block Group 4, Census Tract 2033.02, Essex County, Massachusetts","425","141","0","13","18","29","0","13","0","13","0","13","0","13","0","13","0","13","17","28","0","13","17","28","40","43","35","38","88","76","99","110","111","66",
"1500000US250092041011","Block Group 1, Census Tract 2041.01, Essex County, Massachusetts","626","144","13","20","4","8","72","95","31","40","17","19","41","42","13","15","10","15","14","16","0","13","66","36","55","47","113","76","64","83","39","33","74","49",
"1500000US250092041012","Block Group 2, Census Tract 2041.01, Essex County, Massachusetts","350","82","0","13","19","31","27","25","21","30","46","43","13","21","13","20","18","20","0","13","17","20","52","42","64","47","47","41","4","7","9","14","0","13",
"1500000US250092041013","Block Group 3, Census Tract 2041.01, Essex County, Massachusetts","621","119","37","47","39","31","20","33","11","17","0","13","0","13","35","42","37","43","48","51","10","15","56","46","72","44","103","65","21","20","90","66","42","40",
"1500000US250092041014","Block Group 4, Census Tract 2041.01, Essex County, Massachusetts","266","85","0","13","0","13","8","12","8","13","18","20","21","24","9","13","0","13","15","18","9","13","17","20","91","90","26","29","12","18","16","17","16","19",
"1500000US250092041021","Block Group 1, Census Tract 2041.02, Essex County, Massachusetts","881","137","22","26","26","26","16","19","80","76","34","25","8","13","47","42","9","14","24","23","44","28","41","23","80","54","146","60","90","54","145","91","69","39",
"1500000US250092041022","Block Group 2, Census Tract 2041.02, Essex County, Massachusetts","1066","225","77","54","5","8","63","64","26","44","86","119","20","22","33","35","31","32","46","42","32","28","180","180","99","66","85","37","52","37","89","49","142","82",
"1500000US250092042001","Block Group 1, Census Tract 2042, Essex County, Massachusetts","665","263","65","56","26","27","226","240","0","13","75","89","8","14","0","13","13","21","23","38","70","81","11","18","77","57","37","45","25","31","0","13","9","19",
"1500000US250092042002","Block Group 2, Census Tract 2042, Essex County, Massachusetts","238","107","0","13","96","94","30","41","0","13","0","13","12","20","0","13","33","41","0","13","0","13","0","13","67","76","0","13","0","13","0","13","0","13",
"1500000US250092042003","Block Group 3, Census Tract 2042, Essex County, Massachusetts","609","190","12","20","28","33","0","13","0","13","0","13","59","71","0","13","0","13","0","13","61","52","182","142","13","21","142","127","16","25","87","99","9","14",
"1500000US250092042004","Block Group 4, Census Tract 2042, Essex County, Massachusetts","576","189","44","66","12","18","0","13","17","27","75","86","70","81","0","13","0","13","8","16","85","104","67","68","111","83","32","41","37","57","0","13","18","30",
"1500000US250092042005","Block Group 5, Census Tract 2042, Essex County, Massachusetts","294","111","0","13","0","13","0","13","20","23","46","57","0","13","0","13","13","22","57","67","30","39","0","13","59","53","13","26","0","13","19","15","37","36",
"1500000US250092043001","Block Group 1, Census Tract 2043, Essex County, Massachusetts","881","228","14","18","167","182","77","51","54","44","30","21","19","21","51","42","39","36","0","13","49","48","19","21","109","54","80","39","56","48","33","24","84","57",
"1500000US250092043002","Block Group 2, Census Tract 2043, Essex County, Massachusetts","771","242","308","246","50","48","39","40","48","70","50","49","51","59","36","59","0","13","30","41","52","41","51","53","0","13","20","21","13","20","0","13","23","36",
"1500000US250092043003","Block Group 3, Census Tract 2043, Essex County, Massachusetts","458","109","36","45","52","55","29","35","0","13","72","64","18","20","10","16","63","72","19","30","25","39","40","29","78","47","0","13","0","13","0","13","16","14",
"1500000US250092044001","Block Group 1, Census Tract 2044, Essex County, Massachusetts","389","85","7","11","0","13","16","25","0","13","30","38","10","12","17","16","6","11","30","33","9","14","100","57","39","25","83","50","24","20","11","14","7","11",
"1500000US250092044002","Block Group 2, Census Tract 2044, Essex County, Massachusetts","330","75","8","12","7","10","0","13","0","13","15","16","7","11","0","13","9","15","16","18","15","16","39","37","36","26","25","27","57","41","42","40","54","54",
"1500000US250092044003","Block Group 3, Census Tract 2044, Essex County, Massachusetts","678","241","36","34","248","244","21","34","6","11","64","42","4","6","0","13","23","26","12","14","45","42","10","16","64","43","10","13","38","25","33","27","64","48",
"1500000US250092044004","Block Group 4, Census Tract 2044, Essex County, Massachusetts","242","55","0","13","0","13","10","15","8","11","0","13","8","12","4","6","0","13","0","13","28","33","42","30","60","33","35","44","0","13","10","13","37","24",
"1500000US250092045001","Block Group 1, Census Tract 2045, Essex County, Massachusetts","536","134","89","98","0","13","0","13","0","13","14","22","26","43","0","13","0","13","0","13","25","21","51","72","90","60","161","84","20","22","55","40","5","8",
"1500000US250092045002","Block Group 2, Census Tract 2045, Essex County, Massachusetts","699","137","30","25","103","60","16","19","17","17","8","14","25","23","94","100","51","43","21","24","0","13","49","41","125","74","28","25","18","16","12","15","102","61",
"1500000US250092045003","Block Group 3, Census Tract 2045, Essex County, Massachusetts","449","120","49","46","17","19","16","17","24","35","0","13","7","10","0","13","8","13","10","14","11","12","94","82","11","16","75","76","18","20","74","55","35","27",
"1500000US250092046001","Block Group 1, Census Tract 2046, Essex County, Massachusetts","640","109","12","20","51","60","0","13","15","25","121","75","18","28","0","13","0","13","0","13","15","23","57","78","34","36","54","52","45","40","181","118","37","36",
"1500000US250092046002","Block Group 2, Census Tract 2046, Essex County, Massachusetts","559","160","17","29","0","13","18","29","0","13","13","20","0","13","0","13","0","13","17","29","0","13","0","13","190","109","116","77","39","43","57","67","92","106",
"1500000US250092046003","Block Group 3, Census Tract 2046, Essex County, Massachusetts","353","247","0","13","12","19","150","243","0","13","0","13","23","33","21","35","34","40","0","13","15","25","0","13","34","54","14","25","0","13","12","21","38","41",
"1500000US250092046004","Block Group 4, Census Tract 2046, Essex County, Massachusetts","394","131","0","13","14","28","46","46","15","25","0","13","14","23","0","13","16","27","0","13","0","13","67","108","0","13","124","88","52","48","35","42","11","22",
"1500000US250092046005","Block Group 5, Census Tract 2046, Essex County, Massachusetts","318","125","0","13","0","13","0","13","0","13","0","13","0","13","22","33","13","24","0","13","62","76","19","32","20","33","24","33","46","65","84","91","28","33",
"1500000US250092047011","Block Group 1, Census Tract 2047.01, Essex County, Massachusetts","420","130","0","13","0","13","13","21","0","13","43","70","0","13","0","13","0","13","11","18","0","13","25","29","23","30","62","59","30","37","114","91","99","59",
"1500000US250092047012","Block Group 2, Census Tract 2047.01, Essex County, Massachusetts","322","98","42","65","40","31","28","33","14","22","0","13","0","13","0","13","18","30","0","13","0","13","23","27","39","47","54","50","15","24","26","29","23","35",
"1500000US250092047013","Block Group 3, Census Tract 2047.01, Essex County, Massachusetts","943","366","36","47","251","166","0","13","181","203","0","13","14","22","13","21","14","24","0","13","263","330","49","48","65","53","0","13","22","32","0","13","35","40",
"1500000US250092047014","Block Group 4, Census Tract 2047.01, Essex County, Massachusetts","1092","233","36","36","52","66","0","13","26","30","14","22","27","34","14","23","40","39","0","13","83","71","165","104","182","99","135","103","211","173","16","28","91","57",
"1500000US250092047021","Block Group 1, Census Tract 2047.02, Essex County, Massachusetts","425","105","47","60","0","13","19","34","52","67","0","13","0","13","0","13","18","29","58","86","22","37","65","58","60","58","37","44","34","38","0","13","13","23",
"1500000US250092047022","Block Group 2, Census Tract 2047.02, Essex County, Massachusetts","299","102","0","13","0","13","47","72","0","13","17","27","0","13","0","13","39","59","0","13","36","42","0","13","30","37","94","57","36","40","0","13","0","13",
"1500000US250092047023","Block Group 3, Census Tract 2047.02, Essex County, Massachusetts","418","120","59","51","21","33","0","13","0","13","0","13","75","89","0","13","0","13","22","35","0","13","49","46","82","65","17","31","37","45","36","43","20","31",
"1500000US250092047024","Block Group 4, Census Tract 2047.02, Essex County, Massachusetts","1242","208","0","13","12","20","20","32","130","94","106","90","26","45","0","13","55","61","0","13","0","13","250","150","120","117","35","34","124","78","221","158","143","84",
"1500000US250092051001","Block Group 1, Census Tract 2051, Essex County, Massachusetts","481","146","56","68","56","61","29","47","11","17","26","31","0","13","10","16","18","31","14","16","36","47","22","30","120","116","47","54","18","30","0","13","18","28",
"1500000US250092051002","Block Group 2, Census Tract 2051, Essex County, Massachusetts","429","152","0","13","0","13","0","13","52","74","48","47","0","13","0","13","0","13","16","20","0","13","87","106","92","67","0","13","59","73","50","54","25","40",
"1500000US250092051003","Block Group 3, Census Tract 2051, Essex County, Massachusetts","329","133","0","13","0","13","7","11","46","60","0","13","0","13","0","13","55","60","11","23","22","36","0","13","44","47","77","93","0","13","67","81","0","13",
"1500000US250092051004","Block Group 4, Census Tract 2051, Essex County, Massachusetts","374","113","0","13","0","13","0","13","0","13","25","43","0","13","0","13","0","13","10","17","18","28","28","34","41","26","84","66","49","47","105","90","14","20",
"1500000US250092051005","Block Group 5, Census Tract 2051, Essex County, Massachusetts","250","96","13","21","0","13","0","13","19","29","0","13","7","11","0","13","0","13","0","13","7","16","84","75","0","13","49","63","0","13","0","13","71","55",
"1500000US250092052001","Block Group 1, Census Tract 2052, Essex County, Massachusetts","288","111","0","13","25","23","0","13","55","61","0","13","14","25","11","17","0","13","0","13","39","55","19","31","71","57","17","31","31","52","6","16","0","13",
"1500000US250092052002","Block Group 2, Census Tract 2052, Essex County, Massachusetts","385","148","0","13","0","13","12","19","11","19","0","13","0","13","0","13","13","20","49","66","8","15","51","50","86","69","137","150","0","13","0","13","18","30",
"1500000US250092052003","Block Group 3, Census Tract 2052, Essex County, Massachusetts","467","109","0","13","0","13","0","13","43","61","13","22","0","13","0","13","108","58","0","13","9","16","37","57","147","82","66","97","12","17","32","35","0","13",
"1500000US250092052004","Block Group 4, Census Tract 2052, Essex County, Massachusetts","488","163","0","13","0","13","80","80","0","13","57","70","25","40","45","55","0","13","11","17","0","13","0","13","109","84","20","35","56","65","41","45","44","55",
"1500000US250092052005","Block Group 5, Census Tract 2052, Essex County, Massachusetts","212","137","8","16","0","13","0","13","0","13","0","13","0","13","0","13","14","22","0","13","70","104","27","28","33","29","0","13","31","42","29","45","0","13",
"1500000US250092053001","Block Group 1, Census Tract 2053, Essex County, Massachusetts","569","127","50","61","0","13","8","12","8","14","7","11","23","21","11","19","13","15","51","78","6","9","6","9","48","34","72","39","22","17","132","62","112","72",
"1500000US250092053002","Block Group 2, Census Tract 2053, Essex County, Massachusetts","278","60","15","20","8","13","0","13","0","13","32","38","9","14","8","13","0","13","0","13","7","12","33","37","38","39","16","17","25","23","61","42","26","24",
"1500000US250092053003","Block Group 3, Census Tract 2053, Essex County, Massachusetts","268","73","0","13","0","13","9","13","8","13","8","12","0","13","0","13","0","13","0","13","35","44","15","23","25","24","51","38","51","33","38","34","28","35",
"1500000US250092053004","Block Group 4, Census Tract 2053, Essex County, Massachusetts","309","82","25","39","32","37","8","13","0","13","9","13","0","13","8","13","0","13","39","57","31","16","0","13","46","39","18","21","24","23","54","32","15","18",
"1500000US250092054001","Block Group 1, Census Tract 2054, Essex County, Massachusetts","757","125","16","18","30","38","7","11","7","12","0","13","41","44","35","42","5","8","44","56","68","52","37","37","92","56","77","43","74","52","135","71","89","44",
"1500000US250092054002","Block Group 2, Census Tract 2054, Essex County, Massachusetts","472","103","0","13","8","13","0","13","0","13","0","13","0","13","0","13","8","12","13","20","0","13","52","33","67","47","102","76","64","34","44","28","114","66",
"1500000US250092054003","Block Group 3, Census Tract 2054, Essex County, Massachusetts","432","87","0","13","29","44","0","13","15","17","0","13","15","17","0","13","0","13","0","13","18","27","21","21","28","21","89","48","39","45","95","50","83","39",
"1500000US250092055001","Block Group 1, Census Tract 2055, Essex County, Massachusetts","856","150","87","64","24","38","36","44","11","20","11","17","82","66","7","11","62","61","15","16","60","70","103","62","84","47","27","34","27","32","161","107","59","45",
"1500000US250092055002","Block Group 2, Census Tract 2055, Essex County, Massachusetts","740","120","93","56","22","26","26","35","32","33","19","19","16","22","46","56","25","28","45","49","44","45","107","74","79","64","82","75","35","43","18","21","51","56",
"1500000US250092056001","Block Group 1, Census Tract 2056, Essex County, Massachusetts","314","68","41","29","37","34","25","31","32","35","68","57","15","16","21","32","6","9","0","13","0","13","16","19","22","19","27","27","0","13","0","13","4","8",
"1500000US250092056002","Block Group 2, Census Tract 2056, Essex County, Massachusetts","260","80","6","11","49","53","34","50","5","7","0","13","11","17","0","13","12","20","16","26","8","12","8","12","23","23","63","59","14","16","11","13","0","13",
"1500000US250092056003","Block Group 3, Census Tract 2056, Essex County, Massachusetts","512","100","61","47","26","30","0","13","13","18","38","35","0","13","0","13","0","13","80","55","18","21","32","25","77","54","49","35","84","45","34","46","0","13",
"1500000US250092056004","Block Group 4, Census Tract 2056, Essex County, Massachusetts","217","57","17","19","0","13","19","27","0","13","0","13","0","13","6","8","16","23","12","18","10","17","17","21","45","44","30","25","9","14","31","25","5","10",
"1500000US250092057001","Block Group 1, Census Tract 2057, Essex County, Massachusetts","253","91","4","6","0","13","6","10","0","13","0","13","0","13","0","13","4","8","0","13","20","30","39","37","40","44","34","30","39","43","28","29","39","52",
"1500000US250092057002","Block Group 2, Census Tract 2057, Essex County, Massachusetts","439","100","22","27","10","17","0","13","6","9","51","40","0","13","6","10","6","10","0","13","8","12","55","55","91","59","21","20","49","58","106","83","8","13",
"1500000US250092057003","Block Group 3, Census Tract 2057, Essex County, Massachusetts","482","234","0","13","0","13","0","13","7","10","0","13","29","47","6","9","0","13","194","238","23","26","60","71","74","41","50","50","0","13","6","11","33","41",
"1500000US250092057004","Block Group 4, Census Tract 2057, Essex County, Massachusetts","149","63","0","13","0","13","0","13","6","9","4","7","0","13","0","13","0","13","12","19","0","13","46","53","25","23","31","28","8","12","17","24","0","13",
"1500000US250092057005","Block Group 5, Census Tract 2057, Essex County, Massachusetts","373","126","0","13","18","27","6","10","6","9","0","13","6","9","0","13","18","18","0","13","0","13","108","103","24","28","59","64","11","17","76","68","41","43",
"1500000US250092058001","Block Group 1, Census Tract 2058, Essex County, Massachusetts","296","91","0","13","65","54","48","50","8","12","8","16","0","13","0","13","0","13","0","13","12","16","22","27","104","64","7","11","0","13","22","31","0","13",
"1500000US250092058002","Block Group 2, Census Tract 2058, Essex County, Massachusetts","266","84","43","47","9","15","6","10","31","50","11","16","0","13","16","24","0","13","30","42","0","13","31","33","45","47","6","12","0","13","38","45","0","13",
"1500000US250092058003","Block Group 3, Census Tract 2058, Essex County, Massachusetts","507","169","18","19","54","56","31","45","0","13","40","45","0","13","5","8","20","21","0","13","132","144","57","38","35","32","18","18","32","33","48","40","17","19",
"1500000US250092059001","Block Group 1, Census Tract 2059, Essex County, Massachusetts","674","171","109","100","28","28","11","17","0","13","0","13","19","28","7","10","27","45","5","9","66","65","38","47","183","120","71","55","52","43","32","33","26","40",
"1500000US250092059002","Block Group 2, Census Tract 2059, Essex County, Massachusetts","298","103","59","70","0","13","8","12","10","16","0","13","15","17","0","13","0","13","14","15","28","38","0","13","119","68","26","27","8","12","11","17","0","13",
"1500000US250092059003","Block Group 3, Census Tract 2059, Essex County, Massachusetts","381","110","24","32","14","22","16","19","16","26","15","23","5","10","6","9","30","37","0","13","30","45","26","25","61","38","63","65","37","41","6","9","32","41",
"1500000US250092060001","Block Group 1, Census Tract 2060, Essex County, Massachusetts","456","130","56","48","0","13","93","112","11","18","33","30","51","65","19","33","29","43","6","9","56","40","18","32","29","34","29","39","21","24","0","13","5","17",
"1500000US250092060002","Block Group 2, Census Tract 2060, Essex County, Massachusetts","632","143","59","58","22","36","5","14","3","6","37","46","36","42","92","85","39","57","10","13","11","18","38","41","172","96","77","69","0","13","31","35","0","13",
"1500000US250092061001","Block Group 1, Census Tract 2061, Essex County, Massachusetts","675","173","126","63","158","129","100","58","44","35","7","13","49","41","20","34","21","26","0","13","42","48","33","38","27","33","7","11","7","11","28","31","6","9",
"1500000US250092061002","Block Group 2, Census Tract 2061, Essex County, Massachusetts","785","280","75","63","59","51","14","24","27","31","52","45","0","13","28","32","84","71","0","13","83","66","201","274","48","49","7","13","44","46","48","43","15","24",
"1500000US250092062001","Block Group 1, Census Tract 2062, Essex County, Massachusetts","257","94","0","13","0","13","9","14","0","13","0","13","0","13","12","19","6","10","0","13","61","64","33","45","54","53","27","30","51","51","4","10","0","13",
"1500000US250092062002","Block Group 2, Census Tract 2062, Essex County, Massachusetts","930","273","179","207","77","53","0","13","0","13","32","46","34","41","78","67","16","28","0","13","0","13","140","97","120","77","95","56","113","116","25","41","21","28",
"1500000US250092062003","Block Group 3, Census Tract 2062, Essex County, Massachusetts","575","177","0","13","32","34","25","37","0","13","0","13","28","32","0","13","134","148","16","23","42","40","58","50","123","104","61","65","41","38","15","23","0","13",
"1500000US250092063001","Block Group 1, Census Tract 2063, Essex County, Massachusetts","644","371","39","48","129","139","14","23","19","23","8","12","22","31","44","57","0","13","0","13","10","17","30","35","13","23","35","31","0","13","281","356","0","13",
"1500000US250092063002","Block Group 2, Census Tract 2063, Essex County, Massachusetts","516","282","25","28","7","10","0","13","0","13","0","13","12","21","110","77","0","13","20","23","14","20","26","34","241","269","6","10","24","29","9","17","22","32",
"1500000US250092063003","Block Group 3, Census Tract 2063, Essex County, Massachusetts","309","115","0","13","0","13","0","13","9","14","14","23","0","13","0","13","13","23","12","20","87","62","35","33","96","74","10","16","0","13","33","42","0","13",
"1500000US250092063004","Block Group 4, Census Tract 2063, Essex County, Massachusetts","323","259","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","13","189","254","34","44","0","13","45","41","25","25","21","35",
